1, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:allay, 5, 1, 1
8863, none, biomesoplenty:wasteland_steppe, MONSTER, endermanoverhaul:windswept_hills_enderman, 5, 1, 2
8864, none, biomesoplenty:wasteland_steppe, MONSTER, mobs_of_mythology:chupacabra, 5, 1, 3
8865, none, biomesoplenty:wasteland_steppe, CREATURE, mysticsbiomes:butterfly, 15, 1, 2
8866, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:alligator_snapping_turtle, 15, 1, 2
8867, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:caiman, 15, 1, 2
8868, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:crocodile, 20, 1, 3
8869, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:crow, 20, 1, 1
8870, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:komodo_dragon, 10, 1, 1
8871, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:raccoon, 15, 1, 1
8872, swamp, biomesoplenty:wetland, CREATURE, iceandfire:stymphalian_bird, 10, 2, 4
8873, swamp, biomesoplenty:wetland, CREATURE, legendarycreatures:bullfrog, 40, 1, 3
8874, swamp, biomesoplenty:wetland, CREATURE, legendarycreatures:wisp, 5, 1, 1
8875, swamp, biomesoplenty:wetland, CREATURE, minecraft:chicken, 50, 2, 4
8876, swamp, biomesoplenty:wetland, CREATURE, minecraft:cow, 50, 2, 3
8877, swamp, biomesoplenty:wetland, CREATURE, minecraft:frog, 30, 2, 2
8878, swamp, biomesoplenty:wetland, CREATURE, minecraft:pig, 50, 2, 4
8879, swamp, biomesoplenty:wetland, CREATURE, minecraft:sheep, 50, 2, 3
8880, swamp, biomesoplenty:wetland, CREATURE, minecraft:wolf, 20, 1, 2
8881, swamp, biomesoplenty:wetland, AMBIENT, alexsmobs:fly, 15, 1, 2
8882, swamp, biomesoplenty:wetland, AMBIENT, alexsmobs:rain_frog, 10, 2, 2
8883, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 2
8884, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:bone_imp, 5, 2, 2
8885, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 2
8886, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 2
8887, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 2, 2
8888, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 2, 2
8889, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 5, 1, 1
8890, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
8891, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 2
8892, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 2
8893, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:zombie_fisherman, 5, 1, 2
8894, swamp, biomesoplenty:wetland, MONSTER, endermanoverhaul:swamp_enderman, 10, 2, 2
8895, swamp, biomesoplenty:wetland, MONSTER, graveyard:nightmare, 5, 2, 2
8896, swamp, biomesoplenty:wetland, MONSTER, graveyard:revenant, 10, 2, 2
8897, swamp, biomesoplenty:wetland, MONSTER, graveyard:wraith, 5, 2, 2
8898, swamp, biomesoplenty:wetland, MONSTER, minecraft:creeper, 15, 1, 2
8899, swamp, biomesoplenty:wetland, MONSTER, minecraft:enderman, 10, 2, 2
8900, swamp, biomesoplenty:wetland, MONSTER, minecraft:skeleton, 15, 2, 2
8901, swamp, biomesoplenty:wetland, MONSTER, minecraft:slime, 15, 2, 2
8902, swamp, biomesoplenty:wetland, MONSTER, minecraft:spider, 20, 2, 2
8903, swamp, biomesoplenty:wetland, MONSTER, minecraft:witch, 10, 2, 2
8904, swamp, biomesoplenty:wetland, MONSTER, minecraft:zombie, 20, 2, 2
8905, swamp, biomesoplenty:wetland, MONSTER, minecraft:zombie_villager, 10, 2, 2
8906, forest, regions_unexplored:willow_forest, CREATURE, minecraft:allay, 5, 1, 1
8907, forest, regions_unexplored:willow_forest, CREATURE, minecraft:bee, 15, 2, 4
8908, forest, regions_unexplored:willow_forest, CREATURE, minecraft:chicken, 25, 2, 4
8909, forest, regions_unexplored:willow_forest, CREATURE, minecraft:cow, 20, 2, 3
8910, forest, regions_unexplored:willow_forest, CREATURE, minecraft:donkey, 5, 1, 2
8911, forest, regions_unexplored:willow_forest, CREATURE, minecraft:horse, 5, 1, 2
8912, forest, regions_unexplored:willow_forest, CREATURE, minecraft:mooshroom, 2, 1, 1
8913, forest, regions_unexplored:willow_forest, CREATURE, minecraft:mule, 5, 1, 1
8914, forest, regions_unexplored:willow_forest, CREATURE, minecraft:pig, 25, 2, 4
8915, forest, regions_unexplored:willow_forest, CREATURE, minecraft:rabbit, 15, 2, 3
8916, forest, regions_unexplored:willow_forest, CREATURE, minecraft:sheep, 25, 2, 4
8917, forest, regions_unexplored:willow_forest, CREATURE, minecraft:wolf, 15, 2, 3
8918, forest, regions_unexplored:willow_forest, CREATURE, alexsmobs:grizzly_bear, 5, 1, 2
8919, forest, regions_unexplored:willow_forest, CREATURE, alexsmobs:hummingbird, 15, 2, 3
8920, forest, regions_unexplored:willow_forest, CREATURE, alexsmobs:raccoon, 10, 2, 3
8921, forest, regions_unexplored:willow_forest, CREATURE, alexsmobs:crow, 10, 1, 3
8922, forest, regions_unexplored:willow_forest, CREATURE, alexsmobs:bald_eagle, 5, 1, 2
8923, forest, regions_unexplored:willow_forest, CREATURE, alexsmobs:bunfungus, 5, 1, 2
8924, forest, regions_unexplored:willow_forest, CREATURE, alexsmobs:sugar_glider, 10, 2, 3
8925, forest, regions_unexplored:willow_forest, CREATURE, legendarycreatures:forest_mojo, 5, 1, 2
8926, forest, regions_unexplored:willow_forest, CREATURE, legendarycreatures:hound, 150, 1, 2
8927, forest, regions_unexplored:willow_forest, CREATURE, legendarycreatures:wisp, 10, 2, 3
8928, forest, regions_unexplored:willow_forest, CREATURE, iceandfire:pixie, 10, 2, 3
8929, forest, regions_unexplored:willow_forest, MONSTER, minecraft:silverfish, 6, 1, 3
8930, forest, regions_unexplored:willow_forest, MONSTER, minecraft:creeper, 20, 1, 2
8931, forest, regions_unexplored:willow_forest, MONSTER, minecraft:enderman, 10, 1, 1
8932, forest, regions_unexplored:willow_forest, MONSTER, minecraft:pillager, 5, 1, 2
8933, forest, regions_unexplored:willow_forest, MONSTER, minecraft:skeleton, 10, 1, 2
8934, forest, regions_unexplored:willow_forest, MONSTER, minecraft:spider, 10, 1, 2
8935, forest, regions_unexplored:willow_forest, MONSTER, minecraft:witch, 6, 1, 1
8936, forest, regions_unexplored:willow_forest, MONSTER, minecraft:zombie, 20, 1, 2
8937, forest, regions_unexplored:willow_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
8938, forest, regions_unexplored:willow_forest, MONSTER, mutantmonsters:mutant_zombie, 1, 1, 1
8939, forest, regions_unexplored:willow_forest, MONSTER, graveyard:reaper, 6, 1, 1
8940, forest, regions_unexplored:willow_forest, MONSTER, graveyard:corrupted_pillager, 10, 1, 2
8941, forest, regions_unexplored:willow_forest, MONSTER, graveyard:ghoul, 10, 1, 2
8942, forest, regions_unexplored:willow_forest, MONSTER, graveyard:revenant, 10, 1, 2
8943, forest, regions_unexplored:willow_forest, MONSTER, graveyard:wraith, 6, 1, 1
8944, forest, regions_unexplored:willow_forest, MONSTER, graveyard:nightmare, 4, 1, 1
8945, forest, regions_unexplored:willow_forest, MONSTER, iceandfire:troll, 4, 1, 1
8946, forest, regions_unexplored:willow_forest, MONSTER, mobs_of_mythology:chupacabra, 10, 1, 3
8947, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 2
8948, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 6, 1, 1
8949, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 5, 1, 2
8950, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 4, 1, 1
8951, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:restless_spirit, 6, 1, 1
8952, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:bonescaller, 3, 1, 1
8953, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 1
8954, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:dark_vortex, 4, 1, 1
8955, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:dread_hound, 10, 1, 2
8956, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 6, 1, 1
8957, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 6, 1, 1
8958, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 2, 3
8959, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 2, 3
8960, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 2
8961, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 2
8962, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 6, 1, 1
8963, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:baby_spider, 10, 1, 2
8964, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
8965, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:door_knight, 0, 1, 1
8966, forest, regions_unexplored:willow_forest, CREATURE, mysticsbiomes:butterfly, 15, 2, 3
8967, forest, regions_unexplored:willow_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
8968, forest, regions_unexplored:willow_forest, AMBIENT, mowziesmobs:lantern, 10, 2, 4
8969, none, minecraft:windswept_forest, CREATURE, minecraft:cow, 20, 2, 3
8970, none, minecraft:windswept_forest, CREATURE, minecraft:donkey, 10, 2, 2
8971, none, minecraft:windswept_forest, CREATURE, minecraft:fox, 15, 2, 3
8972, none, minecraft:windswept_forest, CREATURE, minecraft:goat, 30, 3, 5
8973, none, minecraft:windswept_forest, CREATURE, minecraft:horse, 10, 2, 2
8974, none, minecraft:windswept_forest, CREATURE, minecraft:pig, 15, 2, 3
8975, none, minecraft:windswept_forest, CREATURE, minecraft:sheep, 20, 2, 4
8976, none, minecraft:windswept_forest, CREATURE, iceandfire:hippogryph, 5, 1, 2
8977, none, minecraft:windswept_forest, CREATURE, legendarycreatures:wisp, 5, 1, 1
8978, none, minecraft:windswept_forest, MONSTER, minecraft:creeper, 10, 2, 3
8979, none, minecraft:windswept_forest, MONSTER, minecraft:enderman, 5, 1, 2
8980, none, minecraft:windswept_forest, MONSTER, minecraft:skeleton, 15, 2, 3
8981, none, minecraft:windswept_forest, MONSTER, minecraft:spider, 10, 2, 3
8982, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 2, 3
8983, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 5, 1, 2
8984, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 2, 3
8985, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
8986, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:corpse_fly, 10, 2, 3
8987, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:swarmer, 10, 2, 3
8988, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 15, 2, 4
8989, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
8990, none, minecraft:windswept_forest, MONSTER, endermanoverhaul:windswept_hills_enderman, 5, 1, 2
8991, none, minecraft:windswept_forest, MONSTER, mobs_of_mythology:chupacabra, 5, 1, 3
8992, none, minecraft:windswept_forest, CREATURE, mysticsbiomes:butterfly, 15, 1, 2
8993, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:cow, 20, 2, 3
8994, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:donkey, 10, 2, 2
8995, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:fox, 15, 2, 3
8996, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:goat, 30, 3, 5
8997, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:horse, 10, 2, 2
8998, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:pig, 15, 2, 3
8999, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:sheep, 20, 2, 4
9000, none, minecraft:windswept_gravelly_hills, CREATURE, iceandfire:hippogryph, 5, 1, 2
9001, none, minecraft:windswept_gravelly_hills, CREATURE, legendarycreatures:wisp, 5, 1, 1
9002, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:creeper, 10, 2, 3
9003, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:enderman, 5, 1, 2
9004, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:skeleton, 15, 2, 3
9005, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:spider, 10, 2, 3
9006, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 2, 3
9007, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 5, 1, 2
9008, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:zombie_clown, 10, 2, 3
9009, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
9010, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:corpse_fly, 10, 2, 3
9011, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:swarmer, 10, 2, 3
9012, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:zombie_bruiser, 15, 2, 4
9013, none, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
9014, none, minecraft:windswept_gravelly_hills, MONSTER, endermanoverhaul:windswept_hills_enderman, 5, 1, 2
9015, none, minecraft:windswept_gravelly_hills, MONSTER, mobs_of_mythology:chupacabra, 5, 1, 3
9016, none, minecraft:windswept_gravelly_hills, CREATURE, mysticsbiomes:butterfly, 15, 1, 2
9017, none, minecraft:windswept_hills, CREATURE, minecraft:cow, 20, 2, 3
9018, none, minecraft:windswept_hills, CREATURE, minecraft:donkey, 10, 2, 2
9019, none, minecraft:windswept_hills, CREATURE, minecraft:fox, 15, 2, 3
9020, none, minecraft:windswept_hills, CREATURE, minecraft:goat, 30, 3, 5
9021, none, minecraft:windswept_hills, CREATURE, minecraft:horse, 10, 2, 2
9022, none, minecraft:windswept_hills, CREATURE, minecraft:pig, 15, 2, 3
9023, none, minecraft:windswept_hills, CREATURE, minecraft:sheep, 20, 2, 4
9024, none, minecraft:windswept_hills, CREATURE, iceandfire:hippogryph, 5, 1, 2
9025, none, minecraft:windswept_hills, CREATURE, legendarycreatures:wisp, 5, 1, 1
9026, none, minecraft:windswept_hills, MONSTER, minecraft:creeper, 10, 2, 3
9027, none, minecraft:windswept_hills, MONSTER, minecraft:enderman, 5, 1, 2
9028, none, minecraft:windswept_hills, MONSTER, minecraft:skeleton, 15, 2, 3
9029, none, minecraft:windswept_hills, MONSTER, minecraft:spider, 10, 2, 3
9030, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 2, 3
9031, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 5, 1, 2
9032, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:zombie_clown, 10, 2, 3
9033, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
9034, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:corpse_fly, 10, 2, 3
9035, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:swarmer, 10, 2, 3
9036, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:zombie_bruiser, 15, 2, 4
9037, none, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
9038, none, minecraft:windswept_hills, MONSTER, endermanoverhaul:windswept_hills_enderman, 5, 1, 2
9039, none, minecraft:windswept_hills, MONSTER, mobs_of_mythology:chupacabra, 5, 1, 3
9040, none, minecraft:windswept_hills, CREATURE, mysticsbiomes:butterfly, 15, 1, 2
9041, savanna, minecraft:windswept_savanna, CREATURE, minecraft:chicken, 15, 2, 4
9042, savanna, minecraft:windswept_savanna, CREATURE, minecraft:cow, 20, 2, 4
9043, savanna, minecraft:windswept_savanna, CREATURE, minecraft:donkey, 10, 2, 3
9044, savanna, minecraft:windswept_savanna, CREATURE, minecraft:horse, 15, 2, 4
9045, savanna, minecraft:windswept_savanna, CREATURE, minecraft:pig, 15, 2, 4
9046, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:gazelle, 25, 2, 3
9047, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:raccoon, 10, 2, 3
9048, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:elephant, 15, 1, 2
9049, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:emu, 20, 3, 5
9050, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:kangaroo, 10, 2, 3
9051, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:rhinoceros, 5, 1, 2
9052, savanna, minecraft:windswept_savanna, CREATURE, iceandfire:cockatrice, 5, 1, 1
9053, savanna, minecraft:windswept_savanna, CREATURE, legendarycreatures:wisp, 10, 2, 3
9054, savanna, minecraft:windswept_savanna, AMBIENT, alexsmobs:fly, 15, 3, 5
9055, savanna, minecraft:windswept_savanna, MONSTER, minecraft:creeper, 10, 2, 3
9056, savanna, minecraft:windswept_savanna, MONSTER, minecraft:enderman, 5, 1, 2
9057, savanna, minecraft:windswept_savanna, MONSTER, minecraft:skeleton, 15, 3, 5
9058, savanna, minecraft:windswept_savanna, MONSTER, minecraft:spider, 10, 2, 3
9059, savanna, minecraft:windswept_savanna, MONSTER, minecraft:witch, 5, 1, 2
9060, savanna, minecraft:windswept_savanna, MONSTER, minecraft:zombie, 20, 3, 5
9061, savanna, minecraft:windswept_savanna, MONSTER, minecraft:zombie_villager, 10, 2, 3
9062, savanna, minecraft:windswept_savanna, MONSTER, mobs_of_mythology:chupacabra, 5, 1, 3
9063, savanna, minecraft:windswept_savanna, MONSTER, graveyard:nightmare, 5, 1, 2
9064, savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 2, 3
9065, savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 2, 3
9066, savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 3, 5
9067, savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 2
9068, savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 2
9069, savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 2
9070, savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:dread_hound, 10, 2, 3
9071, savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 5, 1, 2
9072, savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:corpse_fly, 10, 2, 3
9073, savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:zombie_bruiser, 15, 3, 5
9074, savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 2, 3
9075, savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
9076, savanna, minecraft:windswept_savanna, MONSTER, endermanoverhaul:savanna_enderman, 5, 1, 2
9077, nether, biomesoplenty:withered_abyss, CREATURE, minecraft:strider, 15, 2, 4
9078, nether, biomesoplenty:withered_abyss, CREATURE, alexsmobs:warped_toad, 10, 2, 3
9079, nether, biomesoplenty:withered_abyss, CREATURE, alexsmobs:laviathan, 2, 1, 1
9080, nether, biomesoplenty:withered_abyss, CREATURE, quark:foxhound, 10, 2, 3
9081, nether, biomesoplenty:withered_abyss, CREATURE, legendarycreatures:nether_wisp, 10, 1, 1
9082, nether, biomesoplenty:withered_abyss, AMBIENT, betternether:firefly, 25, 1, 3
9083, nether, biomesoplenty:withered_abyss, AMBIENT, betternether:hydrogen_jellyfish, 3, 1, 2
9084, nether, biomesoplenty:withered_abyss, AMBIENT, betternether:flying_pig, 10, 2, 3
9085, nether, biomesoplenty:withered_abyss, MONSTER, minecraft:blaze, 10, 1, 2
9086, nether, biomesoplenty:withered_abyss, MONSTER, minecraft:enderman, 5, 1, 2
9087, nether, biomesoplenty:withered_abyss, MONSTER, minecraft:ghast, 3, 1, 1
9088, nether, biomesoplenty:withered_abyss, MONSTER, minecraft:hoglin, 15, 2, 4
9089, nether, biomesoplenty:withered_abyss, MONSTER, minecraft:magma_cube, 15, 3, 5
9090, nether, biomesoplenty:withered_abyss, MONSTER, minecraft:piglin, 20, 2, 4
9091, nether, biomesoplenty:withered_abyss, MONSTER, minecraft:piglin_brute, 5, 1, 2
9092, nether, biomesoplenty:withered_abyss, MONSTER, minecraft:skeleton, 10, 2, 3
9093, nether, biomesoplenty:withered_abyss, MONSTER, minecraft:wither_skeleton, 10, 2, 3
9094, nether, biomesoplenty:withered_abyss, MONSTER, minecraft:zoglin, 10, 2, 3
9095, nether, biomesoplenty:withered_abyss, MONSTER, minecraft:zombified_piglin, 20, 2, 4
9096, nether, biomesoplenty:withered_abyss, MONSTER, betternether:naga, 10, 2, 3
9097, nether, biomesoplenty:withered_abyss, MONSTER, betternether:jungle_skeleton, 10, 2, 3
9098, nether, biomesoplenty:withered_abyss, MONSTER, betternether:skull, 5, 1, 2
9099, nether, biomesoplenty:withered_abyss, MONSTER, alexsmobs:bone_serpent, 5, 1, 2
9100, nether, biomesoplenty:withered_abyss, MONSTER, alexsmobs:straddler, 10, 2, 3
9101, nether, biomesoplenty:withered_abyss, MONSTER, alexsmobs:dropbear, 5, 1, 2
9102, nether, biomesoplenty:withered_abyss, MONSTER, born_in_chaos_v1:bone_imp, 10, 2, 3
9103, nether, biomesoplenty:withered_abyss, MONSTER, born_in_chaos_v1:supreme_bonescaller, 1, 1, 1
9104, nether, biomesoplenty:withered_abyss, MONSTER, cataclysm:ignited_revenant, 10, 1, 1
9105, nether, biomesoplenty:withered_abyss, MONSTER, cataclysm:ignited_berserker, 5, 1, 1
9106, nether, biomesoplenty:withered_abyss, MONSTER, endermanoverhaul:soulsand_valley_enderman, 15, 1, 2
9107, nether, biomesoplenty:withered_abyss, MONSTER, endermanoverhaul:warped_forest_enderman, 15, 1, 2
9108, nether, biomesoplenty:withered_abyss, MONSTER, endermanoverhaul:spirit, 15, 1, 2
9109, nether, biomesoplenty:withered_abyss, MONSTER, quark:wraith, 10, 2, 3
9110, savanna, minecraft:wooded_badlands, CREATURE, minecraft:chicken, 15, 2, 4
9111, savanna, minecraft:wooded_badlands, CREATURE, minecraft:cow, 20, 2, 4
9112, savanna, minecraft:wooded_badlands, CREATURE, minecraft:donkey, 10, 2, 3
9113, savanna, minecraft:wooded_badlands, CREATURE, minecraft:horse, 15, 2, 4
9114, savanna, minecraft:wooded_badlands, CREATURE, minecraft:pig, 15, 2, 4
9115, savanna, minecraft:wooded_badlands, CREATURE, alexsmobs:gazelle, 25, 2, 3
9116, savanna, minecraft:wooded_badlands, CREATURE, alexsmobs:raccoon, 10, 2, 3
9117, savanna, minecraft:wooded_badlands, CREATURE, alexsmobs:elephant, 15, 1, 2
9118, savanna, minecraft:wooded_badlands, CREATURE, alexsmobs:emu, 20, 3, 5
9119, savanna, minecraft:wooded_badlands, CREATURE, alexsmobs:kangaroo, 10, 2, 3
9120, savanna, minecraft:wooded_badlands, CREATURE, alexsmobs:rhinoceros, 5, 1, 2
9121, savanna, minecraft:wooded_badlands, CREATURE, iceandfire:cockatrice, 5, 1, 1
9122, savanna, minecraft:wooded_badlands, CREATURE, legendarycreatures:wisp, 10, 2, 3
9123, savanna, minecraft:wooded_badlands, AMBIENT, alexsmobs:fly, 15, 3, 5
9124, savanna, minecraft:wooded_badlands, MONSTER, minecraft:creeper, 10, 2, 3
9125, savanna, minecraft:wooded_badlands, MONSTER, minecraft:enderman, 5, 1, 2
9126, savanna, minecraft:wooded_badlands, MONSTER, minecraft:skeleton, 15, 3, 5
9127, savanna, minecraft:wooded_badlands, MONSTER, minecraft:spider, 10, 2, 3
9128, savanna, minecraft:wooded_badlands, MONSTER, minecraft:witch, 5, 1, 2
9129, savanna, minecraft:wooded_badlands, MONSTER, minecraft:zombie, 20, 3, 5
9130, savanna, minecraft:wooded_badlands, MONSTER, minecraft:zombie_villager, 10, 2, 3
9131, savanna, minecraft:wooded_badlands, MONSTER, mobs_of_mythology:chupacabra, 5, 1, 3
9132, savanna, minecraft:wooded_badlands, MONSTER, graveyard:nightmare, 5, 1, 2
9133, savanna, minecraft:wooded_badlands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 2, 3
9134, savanna, minecraft:wooded_badlands, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 2, 3
9135, savanna, minecraft:wooded_badlands, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 3, 5
9136, savanna, minecraft:wooded_badlands, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 2
9137, savanna, minecraft:wooded_badlands, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 2
9138, savanna, minecraft:wooded_badlands, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 2
9139, savanna, minecraft:wooded_badlands, MONSTER, born_in_chaos_v1:dread_hound, 10, 2, 3
9140, savanna, minecraft:wooded_badlands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 5, 1, 2
9141, savanna, minecraft:wooded_badlands, MONSTER, born_in_chaos_v1:corpse_fly, 10, 2, 3
9142, savanna, minecraft:wooded_badlands, MONSTER, born_in_chaos_v1:zombie_bruiser, 15, 3, 5
9143, savanna, minecraft:wooded_badlands, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 2, 3
9144, savanna, minecraft:wooded_badlands, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
9145, savanna, minecraft:wooded_badlands, MONSTER, endermanoverhaul:savanna_enderman, 5, 1, 2
9146, forest, biomesoplenty:woodland, CREATURE, minecraft:allay, 5, 1, 1
9147, forest, biomesoplenty:woodland, CREATURE, minecraft:bee, 15, 2, 4
9148, forest, biomesoplenty:woodland, CREATURE, minecraft:chicken, 25, 2, 4
9149, forest, biomesoplenty:woodland, CREATURE, minecraft:cow, 20, 2, 3
9150, forest, biomesoplenty:woodland, CREATURE, minecraft:donkey, 5, 1, 2
9151, forest, biomesoplenty:woodland, CREATURE, minecraft:horse, 5, 1, 2
9152, forest, biomesoplenty:woodland, CREATURE, minecraft:mooshroom, 2, 1, 1
9153, forest, biomesoplenty:woodland, CREATURE, minecraft:mule, 5, 1, 1
9154, forest, biomesoplenty:woodland, CREATURE, minecraft:pig, 25, 2, 4
